county,year,month,num_of_inmates,num_of_inmate_days,cost_in_dollars,link
chambers,2017,april,4,96,3840,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
cherokee,2017,april,3,53,1844.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
childress,2017,april,3,83,2490,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
clay,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
cochran,2017,april,1,29,1160,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
coke,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
coleman,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
collin,2017,april,164,3396,171124.44,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
collingsworth,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
colorado,2017,april,4,79,3694.04,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
comal,2017,april,16,354,29431.56,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
comanche,2017,april,2,47,1592.36,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
concho,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
cooke,2017,april,6,153,7581.1500000000005,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
coryell,2017,april,1,31,1579.1399999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
cottle,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
crane,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
crockett,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
crosby,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
culberson,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
dallam,2017,april,2,41,2062.71,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
dallas,2017,april,582,11434,605658.98,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
dawson,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
deaf smith,2017,april,9,121,4792.81,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
delta,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
denton,2017,april,103,2411,109314.73999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
dewitt,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
dickens,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
dimmit,2017,april,1,10,541,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
donley,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
duval,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
eastland,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
ector,2017,april,40,702,37781.64,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
edwards,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
el paso,2017,april,83,1827,136805.76,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
ellis,2017,april,31,67,3015,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
erath,2017,april,7,196,6664,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
falls,2017,april,3,56,1484,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
fannin (private facility - 1),2017,april,1,4,180,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
fayette,2017,april,5,66,1339.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
fisher,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
floyd,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
foard,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
fort bend,2017,april,97,2339,114236.76,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
franklin,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
freestone,2017,april,6,156,12841.92,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
frio (private facility),2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
gaines,2017,april,3,85,4371.55,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
galveston,2017,april,19,486,23357.16,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
garza,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
gillespie,2017,april,2,22,3636.38,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
glasscock,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
goliad,2017,april,1,23,1035,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
gonzales,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
gray,2017,april,2,62,2728,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
grayson,2017,april,21,502,29367,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
gregg,2017,april,20,493,15253.42,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
grimes,2017,april,4,106,3895.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
guadalupe,2017,april,12,297,13293.720000000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hale,2017,april,9,193,7334,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hall,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hamilton,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hansford,2017,april,2,62,2170,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hardeman,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hardin,2017,april,2,27,640.98,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
harris,2017,april,1014,22778,1708350,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
harrison,2017,april,7,216,7592.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
haskell (private facility),2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hays,2017,april,41,948,72882.23999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hemphill,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
henderson,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hidalgo,2017,april,619,12590,637179.9,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hill,2017,april,4,123,3361.59,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hockley,2017,april,3,76,3432.92,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hood,2017,april,6,137,6817.120000000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hopkins,2017,april,2,40,1600,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
houston,2017,april,3,77,3407.25,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
howard,2017,april,1,31,1559.92,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hudspeth,2017,april,8,181,2821.79,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hunt,2017,april,15,317,12711.7,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
hutchinson,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
irion,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
jack,2017,april,5,139,2987.11,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
jackson,2017,april,6,117,5811.39,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
jasper,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
jeff davis,2017,april,1,8,440,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
jefferson,2017,april,10,234,12870,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
jim hogg,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
jim wells,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
johnson,2017,april,35,753,40669.53,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
jones,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
karnes,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
kaufman,2017,april,17,407,15099.7,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
kendall,2017,april,11,210,13811.7,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
kenedy,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
kent,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
kerr,2017,april,1,30,1233.9,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
kimble,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
king,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
kinney,2017,april,2,32,1470.08,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
kleberg,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
knox,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
la salle,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
lamar,2017,april,1,3,88.86,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
lamb,2017,april,4,110,5896,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
lampasas,2017,april,2,32,3804.48,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
lavaca,2017,april,2,32,1426.56,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
lee,2017,april,1,31,1306.34,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
leon,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
liberty (private facility),2017,april,4,124,5766,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
limestone,2017,april,6,127,5334,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
lipscomb,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
live oak,2017,april,3,76,4100.96,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
llano,2017,april,1,31,683.24,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
loving,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
lubbock,2017,april,28,666,35218.08,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
lynn,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
madison,2017,april,3,77,2705.01,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
marion,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
martin,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
mason,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
matagorda,2017,april,4,124,3469.52,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
maverick,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
mcculloch,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
mclennan,2017,april,68,1572,84227.76,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
mcmullen,2017,april,1,14,630,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
medina,2017,april,3,83,5199.95,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
menard,2017,april,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
midland,2017,april,52,669,58805.1,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
milam,2017,april,2,52,2444,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
mills,2017,april,2,62,3561.2799999999997,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report April 2017.pdf
